order_id,timestamp,item,category,quantity,price_per_item,total_amount
ORD601191,2025-10-25 03:58:18,Paneer Chilli Rice,chinese_rice,3,160,480
ORD489511,2025-10-25 04:14:22,Paneer Chilly Noodles,chinese_noodles,2,160,320
ORD160887,2025-10-25 08:13:46,Veg Combo,chinese_combo,1,250,250
ORD719583,2025-10-24 21:46:58,Aloo Matar,special_sabji,2,160,320
ORD108993,2025-10-24 23:09:20,Paneer Masala,special_sabji,1,180,180
ORD160802,2025-10-25 05:11:50,Veg Hong Kong Noodles,chinese_noodles,2,150,300
ORD932214,2025-10-25 09:16:40,Dal Baati Churma,weekend_special,1,180,180
ORD805293,2025-10-24 18:15:48,Paneer Bhurji,special_sabji,2,200,400
ORD716870,2025-10-25 04:05:45,Paneer Chilli Rice,chinese_rice,3,160,480
ORD847826,2025-10-25 03:23:34,Veg Thali,today_thali,3,140,420
ORD813975,2025-10-25 04:17:01,Veg Noodles,chinese_noodles,2,110,220
ORD796528,2025-10-25 04:24:14,Masala Buttermilk,hot_and_cold,3,30,90
ORD590537,2025-10-25 08:18:03,Namkin Sev Onion,premium_paratha,2,120,240
ORD521479,2025-10-25 06:34:39,Veg Thali,today_thali,2,140,280
ORD225262,2025-10-24 22:16:27,Paneer Thali,today_thali,3,160,480
ORD184731,2025-10-25 04:11:05,Besan Gatta,special_sabji,1,160,160
ORD565955,2025-10-25 04:15:18,Paneer Chilly,chinese_starters,3,150,450
ORD254619,2025-10-24 21:31:19,Roti Thali,today_thali,2,120,240
ORD125863,2025-10-25 08:35:03,Paneer Thali,today_thali,1,160,160
ORD143293,2025-10-24 18:35:45,Paneer Pepper Dry,chinese_starters,2,130,260
ORD776091,2025-10-25 04:50:05,Paneer Paratha,stuff_paratha,2,120,240
ORD321074,2025-10-25 01:02:37,Manchurian Rice with Gravy,chinese_rice,2,160,320
ORD402915,2025-10-24 21:56:46,Green Peas Paratha,stuff_paratha,3,120,360
ORD543428,2025-10-24 21:28:07,Bati,extra,2,20,40
ORD941608,2025-10-25 06:50:09,Veg Noodles,chinese_noodles,1,110,110
ORD242177,2025-10-25 06:07:39,Curd,extra,1,30,30
ORD204534,2025-10-25 02:06:46,Masala Buttermilk,hot_and_cold,3,30,90
ORD739410,2025-10-24 21:12:32,Paneer Combo,chinese_combo,1,280,280
ORD310991,2025-10-24 22:05:40,Veg Combo,chinese_combo,3,250,750
ORD369914,2025-10-25 03:55:05,Hong Kong Rice,chinese_rice,2,130,260
ORD991032,2025-10-25 05:02:06,Veg Combo,chinese_combo,2,250,500
ORD561337,2025-10-25 07:06:18,Dal Baati Churma,weekend_special,2,180,360
ORD973320,2025-10-25 05:56:17,Veg Combo,chinese_combo,1,250,250
ORD634963,2025-10-25 16:08:42,Masala Tea,hot_and_cold,1,20,20
ORD472415,2025-10-26 07:14:18,Garlic Paratha,stuff_paratha,1,110,110
ORD741209,2025-10-26 02:28:56,Gobi Paratha,stuff_paratha,1,110,110
ORD671228,2025-10-25 23:26:32,Dal Baati Churma,weekend_special,3,180,540
ORD312436,2025-10-26 08:22:29,Veg Schezwan Noodles,chinese_noodles,2,120,240
ORD772497,2025-10-26 05:52:36,Extra Sabji,extra,3,20,60
ORD266259,2025-10-26 04:45:58,Manchurian Rice with Gravy,chinese_rice,2,160,320
ORD592791,2025-10-25 22:56:35,Paneer Chilli Rice,chinese_rice,1,160,160
ORD297002,2025-10-26 07:01:39,Onion Paratha,stuff_paratha,1,100,100
ORD688758,2025-10-26 08:05:55,Dal Baati Churma,weekend_special,2,180,360
ORD268524,2025-10-25 22:59:55,Paneer Chilli Rice,chinese_rice,2,160,320
ORD946694,2025-10-26 02:22:44,Dal Baati Churma,weekend_special,2,180,360
ORD346567,2025-10-25 23:24:23,Mushroom Kadai,special_sabji,3,170,510
ORD966105,2025-10-25 23:08:57,Mix Veg Garlic Mix,premium_paratha,2,120,240
ORD131720,2025-10-26 05:19:37,Plain Paratha,stuff_paratha,1,40,40
ORD567018,2025-10-26 02:20:58,Dal Baati Churma,weekend_special,3,180,540
ORD312339,2025-10-26 06:12:31,Aloo Cheese Mix,premium_paratha,1,150,150
ORD803597,2025-10-26 03:52:48,Veg Clear Soup,chinese_soup,2,80,160
ORD959236,2025-10-26 01:42:34,Moong Dal Paratha,stuff_paratha,2,110,220
ORD943467,2025-10-25 21:15:16,Mushroom Aloo Sala,special_sabji,1,160,160
ORD458691,2025-10-26 09:40:22,Paneer Fried Rice,chinese_rice,2,160,320
ORD651787,2025-10-25 18:29:59,Dal Baati Churma,weekend_special,1,180,180
ORD897072,2025-10-26 04:48:54,Jeera Masala Paratha,stuff_paratha,3,50,150
ORD595615,2025-10-25 21:29:46,Methi Paratha,stuff_paratha,1,100,100
ORD627669,2025-10-26 07:08:48,Chole Masala Thali,today_thali,3,150,450
ORD566047,2025-10-26 06:07:28,Mix Veg,special_sabji,2,160,320
ORD975149,2025-10-25 21:18:20,Dal Baati Churma,weekend_special,3,180,540
ORD697935,2025-10-26 01:39:09,Mix Veg Paratha,stuff_paratha,3,110,330
ORD639961,2025-10-26 03:27:51,Veg Combo,chinese_combo,3,250,750
ORD662388,2025-10-26 05:22:46,Veg Thali,today_thali,1,140,140
ORD794627,2025-10-26 06:41:29,Moong Dal Paratha,stuff_paratha,2,110,220
ORD172836,2025-10-26 06:44:33,Veg Hot & Sour Soup,chinese_soup,2,80,160
ORD998313,2025-10-26 04:11:53,Veg Chopper Rice,chinese_rice,2,140,280
ORD395357,2025-10-25 23:07:57,Sweet Paratha,stuff_paratha,2,50,100
ORD352960,2025-10-26 03:27:56,Shev Tomato,special_sabji,2,150,300
ORD162447,2025-10-26 08:55:01,Dal Baati Churma,weekend_special,1,180,180
ORD956654,2025-10-25 16:40:27,Bati,extra,1,20,20
ORD443266,2025-10-26 03:50:14,Dal Baati Churma,weekend_special,3,180,540
ORD750787,2025-10-26 04:38:50,Veg Noodles,chinese_noodles,1,110,110
ORD928726,2025-10-25 18:12:35,Veg Combo,chinese_combo,1,250,250
ORD537928,2025-10-26 08:26:44,Veg Triple Rice,chinese_rice,3,170,510
ORD335225,2025-10-26 06:23:11,Dal Baati Churma,weekend_special,2,180,360
ORD983563,2025-10-26 08:46:30,Rajma Thali,today_thali,2,150,300
ORD322759,2025-10-26 05:52:00,Mushroom Masala,special_sabji,1,160,160
ORD477725,2025-10-26 02:10:54,Veg Fried Rice,chinese_rice,2,110,220
ORD536583,2025-10-25 22:12:03,Jeera Masala Paratha,stuff_paratha,3,50,150
ORD997969,2025-10-26 05:53:54,Paneer Chilli Rice,chinese_rice,3,160,480
ORD159371,2025-10-26 05:13:16,Mushroom Chilly,chinese_starters,3,160,480
ORD497110,2025-10-25 22:23:12,Veg Schezwan Noodles,chinese_noodles,3,120,360
ORD330538,2025-10-25 23:41:05,Veg Chopper Rice,chinese_rice,3,140,420
ORD591645,2025-10-25 21:03:45,Paneer Pepper Dry,chinese_starters,2,130,260
ORD561397,2025-10-25 17:45:21,Rajma Thali,today_thali,3,150,450
ORD979529,2025-10-26 00:52:06,Paneer Thali,today_thali,1,160,160
ORD705437,2025-10-25 17:17:52,Paneer Manchurian,chinese_starters,2,150,300
ORD252689,2025-10-26 03:43:31,Namkeen Sev Paratha,stuff_paratha,3,110,330
ORD914249,2025-10-25 22:15:47,Dal Baati Churma,weekend_special,1,180,180
ORD602953,2025-10-25 23:45:39,Dal Baati Churma,weekend_special,3,180,540
ORD872439,2025-10-25 23:26:26,Veg Hot & Sour Soup,chinese_soup,2,80,160
ORD971827,2025-10-25 17:22:10,Dal Baati Churma,weekend_special,2,180,360
ORD530651,2025-10-26 05:05:52,Dal Baati Churma,weekend_special,3,180,540
ORD563398,2025-10-26 04:37:59,Paneer Combo,chinese_combo,1,280,280
ORD870566,2025-10-25 22:23:07,Veg Manchurian (Dry/Gravy),chinese_starters,1,120,120
ORD591011,2025-10-25 23:33:37,Dal Baati Churma,weekend_special,3,180,540
ORD698488,2025-10-25 17:08:26,Masala Buttermilk,hot_and_cold,2,30,60
ORD446512,2025-10-25 18:30:22,Mushroom Chilly,chinese_starters,2,160,320
ORD256422,2025-10-25 21:54:10,Methi Paratha,stuff_paratha,3,100,300
ORD559734,2025-10-25 22:01:15,Dal Baati Churma,weekend_special,3,180,540
ORD775579,2025-10-26 05:05:02,Veg Combo,chinese_combo,1,250,250
ORD896922,2025-10-25 22:15:00,Mushroom Kolhapur,special_sabji,3,170,510
ORD577837,2025-10-25 22:25:34,Veg Clear Soup,chinese_soup,3,80,240
ORD406571,2025-10-26 07:07:32,Manchurian Rice with Gravy,chinese_rice,3,160,480
ORD715884,2025-10-25 17:34:53,Veg Fried Rice,chinese_rice,1,110,110
ORD984410,2025-10-25 21:09:14,Veg Combo,chinese_combo,2,250,500
ORD366091,2025-10-25 17:32:43,Veg Combo,chinese_combo,2,250,500
ORD148943,2025-10-26 06:51:37,Dal Baati Churma,weekend_special,3,180,540
ORD169295,2025-10-25 22:47:37,Veg Thali,today_thali,2,140,280
ORD326832,2025-10-26 05:50:01,Veg Singapore Noodles,chinese_noodles,3,130,390
ORD394714,2025-10-26 03:57:15,Salt Lassi,hot_and_cold,3,50,150
ORD455496,2025-10-26 05:09:40,Aloo Onion Cheese Mix,premium_paratha,1,150,150
ORD747250,2025-10-26 01:49:53,Aloo Matar,special_sabji,3,160,480
ORD471969,2025-10-26 01:51:41,Paneer 65,chinese_starters,1,150,150
ORD436201,2025-10-26 04:29:43,Dal Baati Churma,weekend_special,2,180,360
ORD886187,2025-10-26 03:24:31,Veg Thali,today_thali,1,140,140
ORD495199,2025-10-26 09:07:30,Kadai Paneer,special_sabji,1,180,180
ORD159529,2025-10-25 21:14:14,Paneer Chilly,chinese_starters,3,150,450
ORD274564,2025-10-26 01:44:20,Veg Thali,today_thali,3,140,420
ORD164385,2025-10-25 21:40:12,Besan Gatta,special_sabji,1,160,160
ORD914583,2025-10-25 22:02:20,Plain Rice,extra,2,50,100
ORD756514,2025-10-26 04:28:41,Veg Triple Rice,chinese_rice,3,170,510
ORD808712,2025-10-26 06:21:31,Veg Combo,chinese_combo,2,250,500
ORD138994,2025-10-25 18:46:50,Bati,extra,3,20,60
ORD661144,2025-10-25 22:17:08,Paneer Combo,chinese_combo,3,280,840
ORD300490,2025-10-25 18:20:57,Mushroom Kolhapur,special_sabji,2,170,340
ORD703666,2025-10-26 08:02:37,Paneer Paratha,stuff_paratha,3,120,360
ORD739541,2025-10-26 03:47:00,Schezwan Fried Rice,chinese_rice,1,120,120
ORD989641,2025-10-25 22:11:48,Rajma Thali,today_thali,1,150,150
ORD512901,2025-10-26 08:17:05,Masala Buttermilk,hot_and_cold,1,30,30
ORD742403,2025-10-26 09:27:00,Paneer Combo,chinese_combo,3,280,840
ORD855706,2025-10-26 03:41:40,Paneer Schezwan Noodles,chinese_noodles,1,150,150
ORD587324,2025-10-26 06:38:58,Paneer Thali,today_thali,2,160,320
ORD742706,2025-10-26 06:53:01,Veg Combo,chinese_combo,1,250,250
ORD198448,2025-10-26 07:54:40,Schezwan Manchurian (Dry/Gravy),chinese_starters,2,130,260
ORD835561,2025-10-26 00:49:45,Dal Baati Churma,weekend_special,2,180,360
ORD574172,2025-10-26 03:44:23,Paneer Chilly Noodles,chinese_noodles,3,160,480
ORD467342,2025-10-26 09:28:37,Churma,extra,2,30,60
ORD202176,2025-10-26 03:25:07,Paneer Combo,chinese_combo,3,280,840
ORD793362,2025-10-26 07:35:04,Matter Paneer,special_sabji,1,170,170
ORD883980,2025-10-25 22:15:12,Matter Paneer,special_sabji,2,170,340
ORD566999,2025-10-25 22:36:08,Royal Soup,chinese_soup,1,90,90
ORD363414,2025-10-26 05:37:49,Veg Thali,today_thali,2,140,280
ORD355093,2025-10-25 18:35:46,Schezwan Manchurian (Dry/Gravy),chinese_starters,3,130,390
ORD155879,2025-10-25 23:30:15,Paneer Fried Rice,chinese_rice,2,160,320
ORD743952,2025-10-26 01:32:10,Roti Thali,today_thali,1,120,120
ORD173219,2025-10-25 16:52:22,Dal Baati Churma,weekend_special,2,180,360
ORD810689,2025-10-26 04:03:41,Mix Veg Garlic Mix,premium_paratha,1,120,120
ORD575957,2025-10-26 05:34:40,Dal Baati Churma,weekend_special,3,180,540
ORD174118,2025-10-26 04:04:37,Paneer Thali,today_thali,2,160,320
ORD454720,2025-10-26 01:45:19,Veg Noodles,chinese_noodles,3,110,330
ORD387607,2025-10-26 04:47:15,Dal Baati Churma,weekend_special,2,180,360
ORD346633,2025-10-26 04:51:57,Dal Baati Churma,weekend_special,1,180,180
ORD391250,2025-10-25 21:55:32,Mushroom Pepper Dry,chinese_starters,1,160,160
ORD826357,2025-10-25 21:18:18,Dal Baati Churma,weekend_special,2,180,360
ORD444312,2025-10-26 01:09:25,Singapore Rice,chinese_rice,1,130,130
ORD975803,2025-10-25 22:20:03,Dal Baati Churma,weekend_special,1,180,180
ORD179212,2025-10-26 05:41:54,Paneer Combo,chinese_combo,3,280,840
ORD834315,2025-10-25 22:27:33,Veg Thali,today_thali,1,140,140
ORD265416,2025-10-25 23:21:08,Paneer Chilly,chinese_starters,2,150,300
ORD673014,2025-10-26 06:48:51,Dal Baati Churma,weekend_special,1,180,180
ORD840854,2025-10-25 20:56:18,Veg Schezwan Noodles,chinese_noodles,3,120,360
ORD379309,2025-10-26 05:19:51,Veg Manchurian Noodles,chinese_noodles,3,160,480
ORD158817,2025-10-26 04:54:15,Paneer Thali,today_thali,3,160,480
ORD105193,2025-10-25 22:51:24,Veg Chopper Rice,chinese_rice,1,140,140
ORD976462,2025-10-26 04:29:56,Cocaine Paratha,premium_paratha,3,150,450
ORD183054,2025-10-26 05:13:14,Paneer Chilli Rice,chinese_rice,1,160,160
ORD592746,2025-10-26 05:31:18,Mushroom Manchurian,chinese_starters,1,160,160
ORD257729,2025-10-25 16:13:55,Mushroom Chilly,chinese_starters,3,160,480
ORD205853,2025-10-25 23:23:18,Aloo Onion Methi Mix,premium_paratha,2,110,220
ORD473329,2025-10-25 21:13:40,Roti Thali,today_thali,1,120,120
ORD919156,2025-10-26 07:54:50,Dal Baati Churma,weekend_special,2,180,360
ORD640294,2025-10-26 06:49:56,Dal Baati Churma,weekend_special,3,180,540
ORD534588,2025-10-26 02:44:16,Dal Baati Churma,weekend_special,3,180,540
ORD132640,2025-10-26 04:58:58,Bati,extra,1,20,20
ORD548096,2025-10-26 02:07:02,Paneer Chilly Noodles,chinese_noodles,3,160,480
ORD863238,2025-10-25 21:27:52,Paneer Pepper Dry,chinese_starters,3,130,390
ORD534665,2025-10-25 16:40:23,Paneer Chilly Noodles,chinese_noodles,3,160,480
ORD739954,2025-10-26 08:24:13,Dal Baati Churma,weekend_special,1,180,180
ORD305267,2025-10-26 05:59:04,Chole Masala Thali,today_thali,3,150,450
ORD286535,2025-10-26 01:02:22,Dal Baati Churma,weekend_special,2,180,360
ORD167312,2025-10-25 22:37:02,Mushroom Pepper Dry,chinese_starters,2,160,320
ORD872026,2025-10-25 17:56:21,Dal Baati Churma,weekend_special,1,180,180
ORD108041,2025-10-26 03:57:44,Aloo Matar,special_sabji,3,160,480
ORD650441,2025-10-26 02:29:28,Rajma Thali,today_thali,1,150,150
ORD770207,2025-10-26 03:48:22,Veg Fried Rice,chinese_rice,1,110,110
ORD211229,2025-10-26 07:12:47,Dal Baati Churma,weekend_special,1,180,180
ORD620242,2025-10-26 04:44:34,Mix Veg,special_sabji,1,160,160
ORD440389,2025-10-26 03:50:45,Gobi Manchurian (Dry/Gravy),chinese_starters,1,120,120
ORD169024,2025-10-25 23:04:57,Aloo Methi Garlic Mix,premium_paratha,1,120,120
ORD274135,2025-10-25 18:10:19,Paneer Combo,chinese_combo,2,280,560
ORD998694,2025-10-26 03:34:20,Dal Baati Churma,weekend_special,2,180,360
ORD195341,2025-10-26 03:41:59,Paneer Thali,today_thali,3,160,480
ORD598070,2025-10-25 23:31:00,Dal Baati Churma,weekend_special,2,180,360
ORD890164,2025-10-25 17:39:08,Mushroom Masala,special_sabji,3,160,480
ORD753867,2025-10-25 22:29:12,Sweet Lassi,hot_and_cold,2,50,100
ORD567205,2025-10-25 23:43:57,Singapore Rice,chinese_rice,2,130,260
ORD158717,2025-10-25 21:34:55,Mix Veg Garlic Mix,premium_paratha,1,120,120
ORD390382,2025-10-26 08:52:26,Dal Baati Churma,weekend_special,3,180,540
ORD871269,2025-10-25 16:44:54,Veg Hot & Sour Soup,chinese_soup,3,80,240
ORD362367,2025-10-25 21:56:30,Mushroom Pepper Dry,chinese_starters,1,160,160
ORD479120,2025-10-26 05:15:36,Mushroom Chilly,chinese_starters,1,160,160
ORD798736,2025-10-26 06:38:43,Roti Thali,today_thali,3,120,360
ORD341811,2025-10-26 02:28:16,Dal Baati Churma,weekend_special,3,180,540
ORD624116,2025-10-26 01:55:50,Veg Hong Kong Noodles,chinese_noodles,2,150,300
ORD677106,2025-10-26 04:04:51,Dal Baati Churma,weekend_special,3,180,540
ORD535940,2025-10-26 07:21:50,Kadai Paneer,special_sabji,2,180,360
ORD319379,2025-10-25 23:20:24,Veg Chopper Rice,chinese_rice,3,140,420
ORD955827,2025-10-26 07:05:02,Veg Paneer Noodles,chinese_noodles,2,150,300
ORD961091,2025-10-26 07:14:35,Paneer Schezwan Noodles,chinese_noodles,3,150,450
ORD804347,2025-10-26 07:18:01,Dal Baati Churma,weekend_special,2,180,360
ORD486897,2025-10-26 09:28:10,Hong Kong Rice,chinese_rice,2,130,260
ORD590421,2025-10-26 01:15:39,Dal Baati Churma,weekend_special,1,180,180
ORD851182,2025-10-26 09:09:14,Dal Baati Churma,weekend_special,1,180,180
ORD538391,2025-10-26 06:18:18,Dal Baati Churma,weekend_special,2,180,360
ORD495285,2025-10-26 04:45:45,Butter,extra,1,10,10
ORD427558,2025-10-26 06:23:01,Dal Baati Churma,weekend_special,1,180,180
ORD889298,2025-10-25 21:45:49,Paneer Pyaza,special_sabji,1,200,200
ORD910408,2025-10-25 22:05:50,Sweet Lassi,hot_and_cold,1,50,50
ORD200227,2025-10-26 08:51:00,Dal Baati Churma,weekend_special,3,180,540
ORD242796,2025-10-25 15:52:57,Masala Buttermilk,hot_and_cold,2,30,60
ORD509555,2025-10-26 06:09:28,Dal Baati Churma,weekend_special,3,180,540
ORD318333,2025-10-25 21:40:52,Veg Singapore Noodles,chinese_noodles,2,130,260
ORD655170,2025-10-26 02:39:38,Dal Baati Churma,weekend_special,1,180,180
ORD403001,2025-10-26 07:38:50,Dal Baati Churma,weekend_special,3,180,540
ORD625596,2025-10-26 05:47:22,Shahi Paratha,premium_paratha,2,150,300
ORD686348,2025-10-26 01:12:52,Cheese Paratha,stuff_paratha,1,150,150
ORD913269,2025-10-26 03:31:58,Rajma Thali,today_thali,3,150,450
ORD430100,2025-10-25 22:03:15,Veg Combo,chinese_combo,1,250,250
ORD480667,2025-10-25 16:52:06,Dal Baati Churma,weekend_special,1,180,180
ORD861076,2025-10-26 05:09:14,Dal Baati Churma,weekend_special,2,180,360
ORD804177,2025-10-25 16:37:41,Paneer Combo,chinese_combo,3,280,840
ORD973736,2025-10-26 02:27:47,Aloo Gobi Onion Mix,premium_paratha,1,120,120
ORD768824,2025-10-26 01:39:34,Chole Masala Thali,today_thali,2,150,300
ORD453392,2025-10-26 06:19:31,Churma,extra,2,30,60
ORD742801,2025-10-26 07:11:31,Veg Noodles,chinese_noodles,1,110,110
ORD433024,2025-10-26 05:58:10,Shev Tomato,special_sabji,3,150,450
ORD658740,2025-10-26 06:43:49,Tomato Soup,chinese_soup,1,80,80
ORD154175,2025-10-27 03:21:45,Schezwan Fried Rice,chinese_rice,3,120,360
ORD239600,2025-10-27 06:26:33,Hong Kong Rice,chinese_rice,3,130,390
ORD262868,2025-10-27 03:27:06,Sweet Lassi,hot_and_cold,3,50,150
ORD879653,2025-10-27 06:31:47,Shev Tomato,special_sabji,1,150,150
ORD515194,2025-10-26 16:06:11,Veg Hong Kong Noodles,chinese_noodles,1,150,150
ORD838092,2025-10-26 22:55:57,Aloo Methi Garlic Mix,premium_paratha,3,120,360
ORD611652,2025-10-27 01:05:37,Aloo Onion Garlic Mix,premium_paratha,3,120,360
ORD954237,2025-10-26 22:17:44,Hong Kong Rice,chinese_rice,2,130,260
ORD545018,2025-10-26 16:24:57,Dal Baati Churma,weekend_special,2,180,360
ORD404917,2025-10-27 05:03:01,Veg Singapore Noodles,chinese_noodles,3,130,390
ORD774804,2025-10-27 06:46:59,Paneer Schezwan Noodles,chinese_noodles,2,150,300
ORD639175,2025-10-27 07:01:06,Veg Clear Soup,chinese_soup,2,80,160
ORD179327,2025-10-27 06:40:47,Veg Triple Noodles,chinese_noodles,1,170,170
ORD799237,2025-10-27 01:42:47,Veg Chopper Rice,chinese_rice,3,140,420
ORD659126,2025-10-26 17:43:59,Masala Tea,hot_and_cold,3,20,60
ORD966259,2025-10-26 15:58:08,Hong Kong Rice,chinese_rice,3,130,390
ORD597706,2025-10-27 01:57:21,Paneer Schezwan Dry,chinese_starters,3,130,390
ORD795279,2025-10-27 08:53:12,Aloo Onion Methi Mix,premium_paratha,2,110,220
ORD547861,2025-10-26 23:07:49,Bati,extra,1,20,20
ORD992420,2025-10-27 06:26:41,Singapore Rice,chinese_rice,2,130,260
ORD433929,2025-10-26 22:24:34,Mushroom Aloo Sala,special_sabji,2,160,320
ORD262811,2025-10-26 18:36:51,Mushroom Manchurian,chinese_starters,1,160,160
ORD317755,2025-10-26 22:10:46,Dal Baati Churma,weekend_special,2,180,360
ORD399414,2025-10-26 17:35:14,Schezwan Fried Rice,chinese_rice,3,120,360
ORD445292,2025-10-27 03:36:56,Paneer Combo,chinese_combo,1,280,280
ORD228899,2025-10-26 20:54:22,Dal Baati Churma,weekend_special,3,180,540
ORD628486,2025-10-27 05:05:27,Roti Thali,today_thali,2,120,240
ORD550200,2025-10-26 17:36:50,Chole Masala Thali,today_thali,3,150,450
ORD629626,2025-10-26 18:46:38,Dal Baati Churma,weekend_special,1,180,180
ORD907269,2025-10-27 01:32:48,Masala Tea,hot_and_cold,1,20,20
ORD469541,2025-10-26 21:25:06,Namkeen Sev Paratha,stuff_paratha,3,110,330
ORD983557,2025-10-26 21:25:02,Roti Thali,today_thali,2,120,240
ORD479461,2025-10-27 04:12:02,Paneer Fried Rice,chinese_rice,1,160,160
ORD480528,2025-10-27 03:54:56,Veg Thali,today_thali,1,140,140
ORD909864,2025-10-26 15:55:11,Dal Baati Churma,weekend_special,2,180,360
ORD523314,2025-10-27 05:14:11,Paneer Chilly Noodles,chinese_noodles,3,160,480
ORD342563,2025-10-27 05:56:16,Veg Combo,chinese_combo,2,250,500
ORD408653,2025-10-27 05:59:17,Veg Noodles,chinese_noodles,1,110,110
ORD384782,2025-10-27 02:44:39,Veg Schezwan Noodles,chinese_noodles,2,120,240
ORD954914,2025-10-26 16:29:54,Dal Baati Churma,weekend_special,2,180,360
ORD553089,2025-10-27 03:46:48,Mushroom Kadai,special_sabji,1,170,170
ORD579019,2025-10-26 17:48:50,Schezwan Manchurian (Dry/Gravy),chinese_starters,3,130,390
ORD823351,2025-10-26 17:14:10,Paneer Chilly Noodles,chinese_noodles,3,160,480
ORD160431,2025-10-27 06:07:49,Salt Lassi,hot_and_cold,1,50,50
ORD290450,2025-10-27 04:22:35,Veg Singapore Noodles,chinese_noodles,1,130,130
ORD890813,2025-10-27 07:12:38,Hong Kong Rice,chinese_rice,2,130,260
ORD698156,2025-10-26 22:53:26,Veg Schezwan Noodles,chinese_noodles,2,120,240
ORD259732,2025-10-27 08:24:39,Dal Fry,special_sabji,1,150,150
ORD904441,2025-10-27 03:29:45,Manchurian Rice with Gravy,chinese_rice,2,160,320
ORD106123,2025-10-27 06:01:30,Paneer Masala,special_sabji,2,180,360
ORD555449,2025-10-27 06:40:04,Aloo Onion Methi Mix,premium_paratha,2,110,220
ORD497436,2025-10-26 17:31:58,Aloo Methi Mix,premium_paratha,1,110,110
ORD170184,2025-10-27 06:47:22,Cocaine Paratha,premium_paratha,3,150,450
ORD367562,2025-10-26 17:59:39,Roti Thali,today_thali,1,120,120
ORD603303,2025-10-27 03:19:22,Mushroom Kolhapur,special_sabji,1,170,170
ORD554059,2025-10-26 21:36:01,Matter Paneer,special_sabji,1,170,170
ORD100011,2025-10-27 04:22:40,Butter,extra,1,10,10
ORD753033,2025-10-27 04:59:35,Baby Corn Manchurian,chinese_starters,3,150,450
ORD504493,2025-10-27 03:17:29,Gobi Manchurian (Dry/Gravy),chinese_starters,2,120,240
ORD605967,2025-10-26 22:36:32,Masala Buttermilk,hot_and_cold,1,30,30
ORD923480,2025-10-27 04:15:14,Singapore Rice,chinese_rice,2,130,260
ORD767468,2025-10-27 08:31:10,Extra Sabji,extra,2,20,40
ORD214741,2025-10-27 04:55:24,Plain Rice,extra,1,50,50
ORD979045,2025-10-27 08:36:19,Veg Chopper Rice,chinese_rice,3,140,420
ORD550092,2025-10-26 17:12:49,Dal Baati Churma,weekend_special,2,180,360
ORD306198,2025-10-27 05:02:51,Palak Paneer,special_sabji,2,180,360
ORD385108,2025-10-27 05:24:34,Kadai Paneer,special_sabji,2,180,360
ORD185469,2025-10-27 07:52:21,Paneer Combo,chinese_combo,2,280,560
ORD169720,2025-10-27 02:24:53,Veg Manchow Soup,chinese_soup,3,80,240
ORD966563,2025-10-27 06:12:37,Mushroom Kolhapur,special_sabji,1,170,170
ORD901990,2025-10-26 21:12:30,Veg Manchow Soup,chinese_soup,3,80,240
ORD968473,2025-10-27 03:30:39,Mushroom Schezwan Dry,chinese_starters,1,160,160
ORD224035,2025-10-26 21:47:30,Dal Baati Churma,weekend_special,3,180,540
ORD592330,2025-10-26 22:18:51,Singapore Rice,chinese_rice,1,130,130
ORD431061,2025-10-27 01:50:48,Veg Schezwan Noodles,chinese_noodles,1,120,120
ORD460745,2025-10-27 04:42:13,Veg Combo,chinese_combo,3,250,750
ORD653446,2025-10-26 21:57:00,Paneer Combo,chinese_combo,3,280,840
ORD904946,2025-10-27 05:07:07,Mushroom Kolhapur,special_sabji,1,170,170
ORD768650,2025-10-27 08:36:02,Royal Soup,chinese_soup,3,90,270
ORD240789,2025-10-27 02:15:15,Mushroom Aloo Sala,special_sabji,2,160,320
ORD657767,2025-10-27 08:44:22,Churma,extra,3,30,90
ORD139810,2025-10-26 21:08:11,Veg Clear Soup,chinese_soup,3,80,240
ORD198660,2025-10-26 17:53:42,Aloo Onion Cheese Mix,premium_paratha,3,150,450
ORD902259,2025-10-27 06:29:41,Paneer Chilly,chinese_starters,2,150,300
ORD990301,2025-10-26 16:01:40,Paneer Masala,special_sabji,1,180,180
ORD702486,2025-10-26 21:27:47,Chole Masala Thali,today_thali,2,150,300
ORD746233,2025-10-27 03:55:27,Veg Combo,chinese_combo,1,250,250
ORD826694,2025-10-26 23:41:46,Paneer Chilli Rice,chinese_rice,3,160,480
ORD515087,2025-10-26 21:32:55,Roti Thali,today_thali,3,120,360
ORD580644,2025-10-26 23:04:44,Aloo Paratha,stuff_paratha,2,100,200
ORD224513,2025-10-27 09:17:52,Paneer Thali,today_thali,1,160,160
ORD831113,2025-10-26 18:20:44,Veg Thali,today_thali,3,140,420
ORD681931,2025-10-26 18:13:03,Butter,extra,2,10,20
ORD714171,2025-10-27 08:34:00,Curd,extra,2,30,60
ORD382242,2025-10-27 01:56:27,Jeera Masala Paratha,stuff_paratha,1,50,50
ORD155177,2025-10-27 04:12:46,Puri (2 pieces),extra,3,20,60
ORD775474,2025-10-26 22:31:51,Dal Baati Churma,weekend_special,3,180,540
ORD992486,2025-10-27 04:56:14,Schezwan Fried Rice,chinese_rice,3,120,360
ORD852764,2025-10-26 21:14:15,Royal Soup,chinese_soup,2,90,180
